"","participant","context","environment","nLL","kernel","acq","R2","kError","lambda","beta","tau","p","ModelName","contextOrder","meanScore"
"287",189,"Spatial","Rough",409.937104914199,"SimKernel","UCB",0.423572876865406,NA,0.919457099569475,0.076540523641997,0.0595339766748524,1.40184033917176,"SimKernel-UCB","Spatial First",79.915
"288",189,"Spatial","Rough",414.037286359157,"RBF","UCB",0.41780746610772,NA,1.00193059721339,0.0610612836747861,0.0633088936970064,NA,"RBF-UCB","Spatial First",79.915
"289",19,"Conceptual","Smooth",219.072773394248,"SimKernel","UCB",0.69195399242722,NA,1.36363751314982,0.0332585648586294,0.0412469519728924,0.802231011567808,"SimKernel-UCB","Spatial First",88.57
"290",19,"Conceptual","Smooth",221.518599379537,"RBF","UCB",0.688514829639837,NA,0.630202469379991,0.17421624099099,0.0394221588094659,NA,"RBF-UCB","Spatial First",88.57
"291",19,"Conceptual","Smooth",225.186996007393,"BMT","UCB",0.683356566849368,2.23813814464416,NA,0.0131767040841935,0.0519940116735183,NA,"BMT-UCB","Spatial First",88.57
"292",19,"Spatial","Smooth",340.075449674382,"SimKernel","UCB",0.521807831604955,NA,3.86592393153501,0.0328245364207519,0.024251746621306,1.0414364884362,"SimKernel-UCB","Spatial First",83.32
"293",19,"Spatial","Smooth",338.064391484335,"RBF","UCB",0.52463565195361,NA,1.80609567473368,0.0067379470009484,0.0367065316209792,NA,"RBF-UCB","Spatial First",83.32
"294",19,"Spatial","Smooth",341.158825454243,"BMT","UCB",0.520284458442165,3.52460646959431,NA,0.00673794699908587,0.0369601794619507,NA,"BMT-UCB","Spatial First",83.32
"295",192,"Conceptual","Rough",711.233227569635,"BMT","UCB",-9.03024660472429e-05,0.546330022443481,NA,0.00673794699908622,0.472939003680025,NA,"BMT-UCB","Conceptual First",49.875
"296",192,"Conceptual","Rough",703.483729353989,"RBF","UCB",0.0108065422172768,NA,41.9424824205671,6.11491275286541,0.408751911789616,NA,"RBF-UCB","Conceptual First",49.875
"297",192,"Conceptual","Rough",709.683930970085,"SimKernel","UCB",0.00208821850962293,NA,148.413158769814,1.41785098684128,0.484415257188611,1.64512813363303,"SimKernel-UCB","Conceptual First",49.875
"298",192,"Spatial","Rough",512.243970124218,"BMT","UCB",0.279715560016098,1.67192546460044,NA,0.00673794699908551,0.0650710270287754,NA,"BMT-UCB","Conceptual First",66.445
"299",192,"Spatial","Rough",499.602980069234,"RBF","UCB",0.297490505107962,NA,0.827026570503995,0.00673794699910252,0.0744058012038746,NA,"RBF-UCB","Conceptual First",66.445
"300",192,"Spatial","Rough",496.983817926167,"SimKernel","UCB",0.30117340202325,NA,0.693022629567061,0.00673794700181937,0.0706087219422281,0.801408718711771,"SimKernel-UCB","Conceptual First",66.445
"301",193,"Conceptual","Rough",445.284365470996,"RBF","UCB",0.373869838352442,NA,1.32413101628463,0.00673794699909385,0.0537039601837231,NA,"RBF-UCB","Conceptual First",69.53
"302",193,"Conceptual","Rough",486.30860225124,"BMT","UCB",0.316184201940051,3.6390400557933,NA,0.00673794699908677,0.0348076717613695,NA,"BMT-UCB","Conceptual First",69.53
"303",193,"Conceptual","Rough",455.047800769247,"SimKernel","UCB",0.360141125207387,NA,1.76422429314871,0.00673794699984604,0.0529786430610712,1.97439107557144,"SimKernel-UCB","Conceptual First",69.53
"304",193,"Spatial","Rough",313.042407942372,"RBF","UCB",0.559819951728655,NA,0.595089206297581,0.171562681343604,0.0450608062619201,NA,"RBF-UCB","Conceptual First",84.83
"305",193,"Spatial","Rough",276.774939199844,"BMT","UCB",0.610816927655011,3.80749790685009,NA,0.0921716350390577,0.0267374560129088,NA,"BMT-UCB","Conceptual First",84.83
"306",193,"Spatial","Rough",306.067047209035,"SimKernel","UCB",0.569628254202727,NA,0.422817481583194,0.154896883387063,0.0441818561470052,0.712516676151496,"SimKernel-UCB","Conceptual First",84.83
"307",194,"Conceptual","Smooth",204.814931627083,"BMT","UCB",0.712002450138007,2.13682041821801,NA,0.0128569700891475,0.048665421353046,NA,"BMT-UCB","Spatial First",87.935
"308",194,"Conceptual","Smooth",211.56173601601,"SimKernel","UCB",0.702515528857546,NA,0.803219419137966,0.0577312541322903,0.0479513304281351,1.05952047060591,"SimKernel-UCB","Spatial First",87.935
"309",194,"Conceptual","Smooth",212.569665104589,"RBF","UCB",0.701098243967039,NA,0.883648567905843,0.0368506281486253,0.0530973291521717,NA,"RBF-UCB","Spatial First",87.935
"310",194,"Spatial","Smooth",369.035078961992,"BMT","UCB",0.481086668291878,3.28928528043076,NA,0.140443675644024,0.0326928165309873,NA,"BMT-UCB","Spatial First",89.965
"311",194,"Spatial","Smooth",340.759874930204,"SimKernel","UCB",0.520845436943715,NA,0.665780629981878,0.134807198764314,0.0497355847480756,0.689528421871291,"SimKernel-UCB","Spatial First",89.965
"312",194,"Spatial","Smooth",351.587087097574,"RBF","UCB",0.505620909360365,NA,1.09610370794842,0.05269404509032,0.0639040909570111,NA,"RBF-UCB","Spatial First",89.965
"313",195,"Conceptual","Rough",412.113126465362,"BMT","UCB",0.42051309567561,1.94101931278634,NA,0.00673794699908565,0.0601872159666741,NA,"BMT-UCB","Conceptual First",78.485
"314",195,"Conceptual","Rough",400.879602596123,"SimKernel","UCB",0.436308952574108,NA,0.702134129992667,0.0134347729538999,0.0672290165972422,0.890627756445903,"SimKernel-UCB","Conceptual First",78.485
"315",195,"Conceptual","Rough",401.764164466322,"RBF","UCB",0.435065138711052,NA,0.8141644149017,0.00673794699919397,0.0723902947126377,NA,"RBF-UCB","Conceptual First",78.485
"316",195,"Spatial","Rough",437.310623807404,"BMT","UCB",0.385081999712475,2.23135485188462,NA,0.00673794699908605,0.0613897252643381,NA,"BMT-UCB","Conceptual First",74.525
"317",195,"Spatial","Rough",396.260735103109,"SimKernel","UCB",0.442803706206363,NA,1.22420342977485,0.065011907031572,0.0566267664962459,1.86650350007604,"SimKernel-UCB","Conceptual First",74.525
"318",195,"Spatial","Rough",391.36490129747,"RBF","UCB",0.449687912007936,NA,1.11769300141735,0.062350965226638,0.0570930334385438,NA,"RBF-UCB","Conceptual First",74.525
"319",196,"Conceptual","Smooth",652.655462921675,"BMT","UCB",0.0822779729374358,2.02467068652491,NA,0.00673794699908657,0.0992365760777829,NA,"BMT-UCB","Conceptual First",66.235
"320",196,"Conceptual","Smooth",630.46623300794,"SimKernel","UCB",0.113479037223683,NA,0.867723613872756,0.00673794701134575,0.123802378625557,1.71265656085208,"SimKernel-UCB","Conceptual First",66.235
"321",196,"Conceptual","Smooth",630.053192636749,"RBF","UCB",0.114059827959749,NA,0.936589903142766,0.00673794699909197,0.124190693363995,NA,"RBF-UCB","Conceptual First",66.235
"322",196,"Spatial","Smooth",340.582751353267,"BMT","UCB",0.521094496696221,1.58151993417107,NA,0.0067379469990878,0.0625231721785286,NA,"BMT-UCB","Conceptual First",82.04
"323",196,"Spatial","Smooth",331.896030636338,"SimKernel","UCB",0.533309203226338,NA,0.576221298503117,0.0435035593782023,0.0632778979453213,0.988390538565896,"SimKernel-UCB","Conceptual First",82.04
"324",196,"Spatial","Smooth",326.200829729146,"RBF","UCB",0.541317427500874,NA,0.769370969120122,0.0259062032913588,0.0674852422147145,NA,"RBF-UCB","Conceptual First",82.04
"325",198,"Conceptual","Smooth",299.4093410923,"RBF","UCB",0.578989891238116,NA,0.662708241998138,0.145991992948246,0.0534862004438118,NA,"RBF-UCB","Conceptual First",88.62
"326",198,"Conceptual","Smooth",281.932625596382,"SimKernel","UCB",0.603564521625044,NA,0.577354372809518,0.123962636947648,0.0499754827164362,0.580002119328463,"SimKernel-UCB","Conceptual First",88.62
"327",198,"Conceptual","Smooth",290.136953715472,"BMT","UCB",0.592028124460096,2.50283052948451,NA,0.0826838171343977,0.0446211992240671,NA,"BMT-UCB","Conceptual First",88.62
"328",198,"Spatial","Smooth",237.170798326211,"RBF","UCB",0.66650571677495,NA,1.25246686696564,0.0584528765160641,0.0398113133264914,NA,"RBF-UCB","Conceptual First",90.145
"329",198,"Spatial","Smooth",233.689021729189,"SimKernel","UCB",0.671401566511799,NA,1.411195632782,0.0787374572286771,0.0369367713143606,1.37559917541769,"SimKernel-UCB","Conceptual First",90.145
"330",198,"Spatial","Smooth",259.283287090921,"BMT","UCB",0.635412560943994,1.96958489035253,NA,0.0329186425537387,0.0565827466199225,NA,"BMT-UCB","Conceptual First",90.145
"331",199,"Conceptual","Smooth",315.888550363054,"BMT","UCB",0.555817889783253,2.61021520708003,NA,0.0933507174313485,0.0416508409078318,NA,"BMT-UCB","Conceptual First",88.82
"332",199,"Conceptual","Smooth",345.224013346483,"RBF","UCB",0.514568253361836,NA,1.01189840975814,0.028132884793573,0.0565524477263413,NA,"RBF-UCB","Conceptual First",88.82
"333",199,"Conceptual","Smooth",312.575114159444,"SimKernel","UCB",0.560477030113907,NA,1.72812685177102,0.040585773185383,0.0384960941406611,0.669381912430684,"SimKernel-UCB","Conceptual First",88.82
"334",199,"Spatial","Smooth",275.177692282214,"BMT","UCB",0.613062873276005,3.58033965505645,NA,0.15359987478845,0.0245823184206758,NA,"BMT-UCB","Conceptual First",89.47
"335",199,"Spatial","Smooth",250.228763826586,"RBF","UCB",0.648144447699424,NA,1.65110109277491,0.0846153847616538,0.0358699932493201,NA,"RBF-UCB","Conceptual First",89.47
"336",199,"Spatial","Smooth",233.699915512688,"SimKernel","UCB",0.671386248375902,NA,1.5653845264048,0.130149166924537,0.0307661125338389,1.13312529125095,"SimKernel-UCB","Conceptual First",89.47
"337",20,"Conceptual","Smooth",710.533620203218,"SimKernel","UCB",0.000893440300132275,NA,12.6197584094825,148.412864605574,61.5168739807539,0.192692658097224,"SimKernel-UCB","Conceptual First",42.285
"338",20,"Conceptual","Smooth",711.506827084463,"RBF","UCB",-0.000475020461399023,NA,0.834976000374869,53.0011509761965,148.41315909679,NA,"RBF-UCB","Conceptual First",42.285
"339",20,"Conceptual","Smooth",711.801641333486,"BMT","UCB",-0.00088956924799688,0.31691740552804,NA,15.8173799867605,147.603062568951,NA,"BMT-UCB","Conceptual First",42.285
"340",20,"Spatial","Smooth",712.568138384922,"SimKernel","UCB",-0.00196736797603059,NA,1.87268663161802,107.70922967739,108.181782861563,0.000100978756861247,"SimKernel-UCB","Conceptual First",45.66
"341",20,"Spatial","Smooth",711.399004610394,"RBF","UCB",-0.000323407451033875,NA,0.650391259412078,19.09092589655,38.0558089329613,NA,"RBF-UCB","Conceptual First",45.66
"342",20,"Spatial","Smooth",717.330719246223,"BMT","UCB",-0.0086642020797647,2.02686923602351,NA,31.715398416265,3.58567225543148,NA,"BMT-UCB","Conceptual First",45.66
"343",201,"Conceptual","Smooth",292.198399117439,"BMT","UCB",0.589129452863135,2.67448208624498,NA,0.00673794699908599,0.040450407126733,NA,"BMT-UCB","Conceptual First",80.465
"344",201,"Conceptual","Smooth",311.140544053495,"RBF","UCB",0.562494230092133,NA,0.70735037517777,0.0291210882582115,0.0542598390984189,NA,"RBF-UCB","Conceptual First",80.465
"345",201,"Conceptual","Smooth",297.15135410131,"SimKernel","UCB",0.582164926944054,NA,0.625615244150159,0.0813671172239719,0.0395586739088544,0.224930088697176,"SimKernel-UCB","Conceptual First",80.465
"346",201,"Spatial","Smooth",249.011033834381,"BMT","UCB",0.64985674109211,5.28342305296528,NA,0.28420251225964,0.00673794699924526,NA,"BMT-UCB","Conceptual First",90.325
"347",201,"Spatial","Smooth",303.63872245118,"RBF","UCB",0.573042807892614,NA,1.16249961307417,0.116851290231565,0.0350626597326174,NA,"RBF-UCB","Conceptual First",90.325
"348",201,"Spatial","Smooth",235.833784048422,"SimKernel","UCB",0.668385740038268,NA,6.13716320111837,0.0598203119860544,0.0207708421628615,1.17464658500459,"SimKernel-UCB","Conceptual First",90.325
"349",204,"Conceptual","Smooth",519.360276461683,"SimKernel","UCB",0.269709068922036,NA,0.573051644946151,0.00748475149532056,0.0969299987802302,0.230787693610006,"SimKernel-UCB","Conceptual First",73.18
"350",204,"Conceptual","Smooth",486.745505177163,"BMT","UCB",0.315569857218239,3.37889551093597,NA,0.0067379469991014,0.0568676910109162,NA,"BMT-UCB","Conceptual First",73.18
"351",204,"Conceptual","Smooth",519.918203510778,"RBF","UCB",0.268924547882165,NA,0.6877215199914,0.00673794699952241,0.105877791588093,NA,"RBF-UCB","Conceptual First",73.18
"352",204,"Spatial","Smooth",329.792759433393,"SimKernel","UCB",0.5362666875676,NA,4.20097099233165,0.00673794700184681,0.0365949831452447,1.23355008814771,"SimKernel-UCB","Conceptual First",88.71
"353",204,"Spatial","Smooth",368.505277160878,"BMT","UCB",0.481831641421626,2.81901913086351,NA,0.220680876738071,0.020773339616419,NA,"BMT-UCB","Conceptual First",88.71
"354",204,"Spatial","Smooth",338.511075674982,"RBF","UCB",0.524007553448065,NA,1.72856913452792,0.0370385172585147,0.0465617543594974,NA,"RBF-UCB","Conceptual First",88.71
"355",205,"Conceptual","Rough",713.354415568421,"RBF","UCB",-0.00307298025029734,NA,21.1717687082441,5.55905828099337,1.45875461748785,NA,"RBF-UCB","Conceptual First",47.465
"356",205,"Conceptual","Rough",712.021211857229,"BMT","UCB",-0.00119831516001367,0.00673794700262857,NA,0.00673794699908863,1.31046079218001,NA,"BMT-UCB","Conceptual First",47.465
"357",205,"Conceptual","Rough",714.426512158641,"SimKernel","UCB",-0.00458049334392752,NA,148.061673372005,1.93297601321806,1.4401598426869,1.94973393098503,"SimKernel-UCB","Conceptual First",47.465
"358",205,"Spatial","Rough",620.076597408979,"RBF","UCB",0.128088272852597,NA,0.952057632765223,0.00673794699910065,0.129774269286163,NA,"RBF-UCB","Conceptual First",61.79
"359",205,"Spatial","Rough",639.512899114542,"BMT","UCB",0.100758198696809,1.54825460086297,NA,0.00673794699908907,0.114710859354492,NA,"BMT-UCB","Conceptual First",61.79
"360",205,"Spatial","Rough",630.130590717408,"SimKernel","UCB",0.113950995769554,NA,0.897674212263007,0.00673794700467094,0.127195493115897,1.06574182691096,"SimKernel-UCB","Conceptual First",61.79
"361",209,"Conceptual","Smooth",453.44752435473,"RBF","UCB",0.362391330711554,NA,1.04877286101792,0.0400765754702146,0.0702289008464487,NA,"RBF-UCB","Conceptual First",82.26
"362",209,"Conceptual","Smooth",444.124252100226,"SimKernel","UCB",0.375501114967334,NA,1.42661149982774,0.0124774720760874,0.0609391537999163,0.712160146299558,"SimKernel-UCB","Conceptual First",82.26
"363",209,"Conceptual","Smooth",500.238430682766,"BMT","UCB",0.296596975430698,2.2247615728688,NA,0.0704483588051364,0.0552574187614602,NA,"BMT-UCB","Conceptual First",82.26
"364",209,"Spatial","Smooth",265.186728162415,"RBF","UCB",0.627111522778279,NA,2.20993475044003,0.00673794699933846,0.0256534407704521,NA,"RBF-UCB","Conceptual First",90.435
"365",209,"Spatial","Smooth",226.199783795732,"SimKernel","UCB",0.681932449968559,NA,6.09373963551689,0.0245792339651412,0.0179147883514363,1.24171728925224,"SimKernel-UCB","Conceptual First",90.435
"366",209,"Spatial","Smooth",233.262870837012,"BMT","UCB",0.672000792417076,4.92458868798535,NA,0.280001015686887,0.00726916109812205,NA,"BMT-UCB","Conceptual First",90.435
"367",21,"Conceptual","Rough",711.901889078048,"SimKernel","UCB",-0.00103053116216811,NA,0.228924099179325,0.00673794700932113,0.353522871336124,0.036399567097832,"SimKernel-UCB","Spatial First",48.415
"368",21,"Conceptual","Rough",710.476114919165,"BMT","UCB",0.000974300522478933,0.297927707164338,NA,0.00673794699908557,0.363988292197636,NA,"BMT-UCB","Spatial First",48.415
"369",21,"Conceptual","Rough",712.740173259672,"RBF","UCB",-0.00220927232365398,NA,0.526006064889934,0.0067379469990983,0.364222784717525,NA,"RBF-UCB","Spatial First",48.415
"370",21,"Spatial","Rough",665.62190921442,"SimKernel","UCB",0.0640453922702848,NA,0.477421996827235,0.00673794700922108,0.141347623484428,0.623972975417128,"SimKernel-UCB","Spatial First",57.285
"371",21,"Spatial","Rough",674.013214865518,"BMT","UCB",0.0522460793566175,1.6027306174451,NA,0.00673794699908636,0.118575649936349,NA,"BMT-UCB","Spatial First",57.285
"372",21,"Spatial","Rough",666.407882284794,"RBF","UCB",0.0629402076202835,NA,0.731764726064062,0.00673794699910106,0.147774920508517,NA,"RBF-UCB","Spatial First",57.285
"373",210,"Conceptual","Rough",530.337079803973,"RBF","UCB",0.254274195874535,NA,1.03445067494866,0.0376314347730684,0.0806933136824227,NA,"RBF-UCB","Spatial First",67.86
"374",210,"Conceptual","Rough",524.063927849232,"SimKernel","UCB",0.263095097644368,NA,0.938755125146646,0.0698978395716004,0.0701875097640166,0.864620636021067,"SimKernel-UCB","Spatial First",67.86
"375",210,"Conceptual","Rough",556.125528687245,"BMT","UCB",0.218012141960193,1.60481493325558,NA,0.00705981409710456,0.081809418056332,NA,"BMT-UCB","Spatial First",67.86
"376",210,"Spatial","Rough",444.681438927,"RBF","UCB",0.374717634780359,NA,0.677714475971895,0.144106126309245,0.0575303660049423,NA,"RBF-UCB","Spatial First",77.92
"377",210,"Spatial","Rough",421.347729443556,"SimKernel","UCB",0.407527992438555,NA,0.637910650903441,0.104253910240122,0.0575361786082765,0.82471315169609,"SimKernel-UCB","Spatial First",77.92
"378",210,"Spatial","Rough",431.413917888681,"BMT","UCB",0.393373567340665,2.96110510868529,NA,0.135049435148731,0.0329482190962293,NA,"BMT-UCB","Spatial First",77.92
"379",212,"Conceptual","Smooth",708.565170977442,"SimKernel","UCB",0.0036613466707639,NA,148.413159082029,0.00673794715808383,0.795128419020587,1.99999999999219,"SimKernel-UCB","Conceptual First",54.535
"380",212,"Conceptual","Smooth",708.222672694736,"RBF","UCB",0.00414294567073792,NA,20.2583056509087,0.00673794699931322,0.712745234803137,NA,"RBF-UCB","Conceptual First",54.535
"381",212,"Conceptual","Smooth",712.442927586073,"BMT","UCB",-0.00179130462460231,2.21520425229368,NA,0.00673794699908891,0.592965435938891,NA,"BMT-UCB","Conceptual First",54.535
"382",212,"Spatial","Smooth",709.022200208887,"SimKernel","UCB",0.00301870163592299,NA,0.444313488707492,0.0820027990918072,0.22447253457008,0.448552444390958,"SimKernel-UCB","Conceptual First",53.005
"383",212,"Spatial","Smooth",710.993478327176,"RBF","UCB",0.000246817459052417,NA,0.657327302084161,0.0692366065484593,0.234885853236473,NA,"RBF-UCB","Conceptual First",53.005
"384",212,"Spatial","Smooth",708.925214647896,"BMT","UCB",0.00315507647791102,2.14947062196396,NA,0.0460204949555342,0.145256796785411,NA,"BMT-UCB","Conceptual First",53.005
"385",213,"Conceptual","Smooth",591.70389131286,"SimKernel","UCB",0.167984142620111,NA,1.12486932699893,0.0155191991840324,0.111153440401015,0.973988616439265,"SimKernel-UCB","Spatial First",72.095
"386",213,"Conceptual","Smooth",594.285331253445,"RBF","UCB",0.164354288233528,NA,1.1073523435644,0.0215748221177438,0.119511560589389,NA,"RBF-UCB","Spatial First",72.095
"387",213,"Conceptual","Smooth",634.607993778985,"BMT","UCB",0.107655160298795,1.6644152943413,NA,0.00673794699909211,0.113042190389984,NA,"BMT-UCB","Spatial First",72.095
"388",213,"Spatial","Smooth",426.770256368845,"SimKernel","UCB",0.399903184734655,NA,1.02187136298182,0.141314695167121,0.058070070472292,0.719568218160175,"SimKernel-UCB","Spatial First",78.93
"389",213,"Spatial","Smooth",470.195567883509,"RBF","UCB",0.33884131185818,NA,1.32455619858241,0.0820868142786101,0.0730440348246233,NA,"RBF-UCB","Spatial First",78.93
"390",213,"Spatial","Smooth",477.736320898531,"BMT","UCB",0.328237991215547,3.19476582134262,NA,0.0755350728118876,0.0434373749565477,NA,"BMT-UCB","Spatial First",78.93
"391",215,"Conceptual","Smooth",711.568304198094,"RBF","UCB",-0.00056146561438597,NA,0.309098470007656,0.00673794699916591,0.366402995594457,NA,"RBF-UCB","Spatial First",53.28
"392",215,"Conceptual","Smooth",707.724802999677,"SimKernel","UCB",0.00484301793201491,NA,0.398340519117229,0.0295110598860086,0.308920044465778,0.141736347245447,"SimKernel-UCB","Spatial First",53.28
"393",215,"Conceptual","Smooth",706.877651162093,"BMT","UCB",0.00603422821950317,3.17853468699161,NA,0.00673794699913406,0.131807010524226,NA,"BMT-UCB","Spatial First",53.28
"394",215,"Spatial","Smooth",543.023319492962,"RBF","UCB",0.236435623665147,NA,1.31565634559631,0.0199202782204846,0.106465763631509,NA,"RBF-UCB","Spatial First",79.18
"395",215,"Spatial","Smooth",541.674895109102,"SimKernel","UCB",0.238331691083869,NA,1.33471047961306,0.0577731697117142,0.0968638501458501,1.31463161311628,"SimKernel-UCB","Spatial First",79.18
"396",215,"Spatial","Smooth",602.999917582838,"BMT","UCB",0.152100398876009,1.85553841052524,NA,0.0249986778649032,0.0969855632289782,NA,"BMT-UCB","Spatial First",79.18
"397",216,"Conceptual","Smooth",321.433749811097,"RBF","UCB",0.548020587888096,NA,0.668591398350561,0.196003523887688,0.0455152837524085,NA,"RBF-UCB","Conceptual First",90.845
"398",216,"Conceptual","Smooth",298.636182414773,"SimKernel","UCB",0.5800770571152,NA,0.70579481402691,0.134939652583765,0.0394121447711296,0.532855863741216,"SimKernel-UCB","Conceptual First",90.845
"399",216,"Conceptual","Smooth",351.101368109824,"BMT","UCB",0.506303896080532,2.52819480987552,NA,0.109965358825192,0.0412967322564719,NA,"BMT-UCB","Conceptual First",90.845
"400",216,"Spatial","Smooth",274.000865591551,"RBF","UCB",0.614717651083612,NA,3.25886085925518,0.00923210839461751,0.0297495834781025,NA,"RBF-UCB","Conceptual First",88.555
"401",216,"Spatial","Smooth",260.393361131653,"SimKernel","UCB",0.633851646408338,NA,10.2941238944338,0.0147754502806611,0.0256281614029001,1.52051757744824,"SimKernel-UCB","Conceptual First",88.555
"402",216,"Spatial","Smooth",292.803117121698,"BMT","UCB",0.588279137399314,3.971979317035,NA,0.140323651656772,0.0233937768158305,NA,"BMT-UCB","Conceptual First",88.555
"403",217,"Conceptual","Rough",712.998663321049,"SimKernel","UCB",-0.00257274437986044,NA,19.4043712368619,0.775498614832062,1.64644011646408,0.000100001775819804,"SimKernel-UCB","Conceptual First",51.64
"404",217,"Conceptual","Rough",714.959163446865,"RBF","UCB",-0.00532947323870792,NA,55.7663624285947,10.249178918696,3.61959736893749,NA,"RBF-UCB","Conceptual First",51.64
"405",217,"Conceptual","Rough",711.356003927162,"BMT","UCB",-0.000262942663067367,2.78656509188667,NA,0.00673794717857889,0.00675821055237696,NA,"BMT-UCB","Conceptual First",51.64
"406",217,"Spatial","Rough",350.114097072811,"SimKernel","UCB",0.507692132951012,NA,1.37801284492991,0.0239386976472317,0.0542364463108069,1.1988953394555,"SimKernel-UCB","Conceptual First",82.245
"407",217,"Spatial","Rough",354.913249314105,"RBF","UCB",0.500943874530947,NA,1.13097856093506,0.00673794699920333,0.0637160199307879,NA,"RBF-UCB","Conceptual First",82.245
"408",217,"Spatial","Rough",402.056786554464,"BMT","UCB",0.43465367239973,1.73701071385371,NA,0.00673794699908562,0.0720595917360201,NA,"BMT-UCB","Conceptual First",82.245
"409",219,"Conceptual","Rough",456.666972164639,"BMT","UCB",0.35786435079951,1.44241137097366,NA,0.00673794699908553,0.0557035935298823,NA,"BMT-UCB","Spatial First",70.29
"410",219,"Conceptual","Rough",412.856706797974,"SimKernel","UCB",0.419467520959858,NA,1.80940935398126,0.01094983036843,0.0464706360777714,1.38023491377771,"SimKernel-UCB","Spatial First",70.29
"411",219,"Conceptual","Rough",413.05958373857,"RBF","UCB",0.419182248488016,NA,1.12788446760995,0.0067379469991227,0.0497407928262488,NA,"RBF-UCB","Spatial First",70.29
"412",219,"Spatial","Rough",286.871003769396,"BMT","UCB",0.59662049267744,2.4180746001838,NA,0.0103556893335707,0.0508178153034178,NA,"BMT-UCB","Spatial First",78.55
"413",219,"Spatial","Rough",277.884336503953,"SimKernel","UCB",0.609256964702756,NA,0.661702523969348,0.0817525044943842,0.0497962509336544,1.21288790249771,"SimKernel-UCB","Spatial First",78.55
"414",219,"Spatial","Rough",277.415770924913,"RBF","UCB",0.609915831405692,NA,0.825249384534046,0.0740151524009963,0.0521900904830156,NA,"RBF-UCB","Spatial First",78.55
"415",22,"Conceptual","Rough",396.752130962184,"SimKernel","UCB",0.442112737035798,NA,1.53091077358484,0.0296731961487841,0.0541761341554976,0.914130599270023,"SimKernel-UCB","Conceptual First",76.77
"416",22,"Conceptual","Rough",420.80547241052,"BMT","UCB",0.408290479312286,1.87801749014027,NA,0.00673794699908562,0.0645980382951011,NA,"BMT-UCB","Conceptual First",76.77
"417",22,"Conceptual","Rough",422.037800256847,"RBF","UCB",0.406557659358441,NA,1.03782715375759,0.00673794699941724,0.0673121741379496,NA,"RBF-UCB","Conceptual First",76.77
"418",22,"Spatial","Rough",349.978806995132,"SimKernel","UCB",0.507882369134393,NA,2.68295280027944,0.0986359865421557,0.0486932428784938,1.47140210410473,"SimKernel-UCB","Conceptual First",81.19
"419",22,"Spatial","Rough",378.441593335736,"BMT","UCB",0.467859834335688,2.71881962797356,NA,0.0169703271901966,0.0555429728463773,NA,"BMT-UCB","Conceptual First",81.19
"420",22,"Spatial","Rough",345.549918714785,"RBF","UCB",0.514109986248144,NA,1.49105383066976,0.0576351351035642,0.0566558111922668,NA,"RBF-UCB","Conceptual First",81.19
"421",220,"Conceptual","Smooth",428.879721895088,"BMT","UCB",0.396936990335398,1.53897738882941,NA,0.00673794699908553,0.0760992746265232,NA,"BMT-UCB","Spatial First",78.745
"422",220,"Conceptual","Smooth",407.965200998003,"RBF","UCB",0.426345640998939,NA,0.999517501397341,0.00673794699967148,0.0761690468494391,NA,"RBF-UCB","Spatial First",78.745
"423",220,"Conceptual","Smooth",397.931881159005,"SimKernel","UCB",0.440453848382346,NA,1.04725092977476,0.0405974694616105,0.0634543066631231,0.563948246207323,"SimKernel-UCB","Spatial First",78.745
"424",220,"Spatial","Smooth",543.203243906022,"BMT","UCB",0.236182625557489,1.88269294195377,NA,0.00673794699908566,0.089491283944788,NA,"BMT-UCB","Spatial First",81.815
"425",220,"Spatial","Smooth",456.189421223582,"RBF","UCB",0.358535852139115,NA,1.47737680455916,0.00695637196997382,0.0868035467922452,NA,"RBF-UCB","Spatial First",81.815
"426",220,"Spatial","Smooth",456.275231474041,"SimKernel","UCB",0.358415191298184,NA,2.19202256967747,0.00916787234919342,0.0855528023109608,1.89355800211374,"SimKernel-UCB","Spatial First",81.815
"427",221,"Conceptual","Smooth",481.865451854511,"BMT","UCB",0.3224318735222,2.15571417477177,NA,0.011441550597352,0.0733804255221583,NA,"BMT-UCB","Conceptual First",81.96
"428",221,"Conceptual","Smooth",457.499974289943,"RBF","UCB",0.356693036925021,NA,0.943397315858546,0.046312725148599,0.0848496633604526,NA,"RBF-UCB","Conceptual First",81.96
"429",221,"Conceptual","Smooth",447.657890842412,"SimKernel","UCB",0.370532340026159,NA,0.764725179637147,0.0691160578590227,0.0772029747901089,0.888498362263783,"SimKernel-UCB","Conceptual First",81.96
"430",221,"Spatial","Smooth",413.479202252651,"BMT","UCB",0.418592207991594,2.5755673306811,NA,0.166219930137901,0.0318832775206993,NA,"BMT-UCB","Conceptual First",86.9
"431",221,"Spatial","Smooth",352.90693958995,"RBF","UCB",0.503765017893059,NA,1.36448911798227,0.076967315847911,0.0558950510595502,NA,"RBF-UCB","Conceptual First",86.9
"432",221,"Spatial","Smooth",357.838755043646,"SimKernel","UCB",0.496830217018178,NA,1.87848786110194,0.076959755034811,0.0558950247781771,1.99387499337705,"SimKernel-UCB","Conceptual First",86.9
"433",224,"Conceptual","Smooth",425.076254359589,"RBF","UCB",0.402285181126477,NA,1.2590426985218,0.00673794699917162,0.060704841652246,NA,"RBF-UCB","Conceptual First",77.115
